URL,Precio,Referencia,Zona,Disposición,M² edificados,M² del terreno,Dormitorios,Plantas,Barrio Privado,Acepta permuta,Tipo de Propiedad,Estado,Baños,M² de terraza,Año de Construcción,Garajes,Sobre,Cuota inicial,Vivienda Social
https://www.infocasas.com.pe/vendo-departamento-de-70-m2-full-amoblado-en-miraflores/191623971,U$S 148.000,R9CD39,Miraflores,No aplica,70 m2,,2,3,,,Departamento,Buen estado,2,70 m2,2015,,No aplica,,
https://www.infocasas.com.pe/vendo-departamento-en-do-piso-a-cuadra-del-parque-armatambo/191164169,S/ 161.250,Y3CBD9,Chorrillos,No aplica,48 m2,,2,,,,Departamento,Buen estado,1,,,,No aplica,,
https://www.infocasas.com.pe/vendo-depa-pueblo-libre-frente-parque-francisco-ruiz-olivier-m-m/190810282,S/ 333.000,E2028F,Pueblo Libre,No aplica,70 m2,,5,,,,Departamento,Buen estado,1,,,,No aplica,,
https://www.infocasas.com.pe/vendo-de-remate-dpto-vista-al-parque-prol-la-castellana-surco/192451151,U$S 80.000,MAB421,Santiago De Surco,Al frente,45 m2,,,1,,,Departamento,Excelente estado,2,,2024,,No aplica,,
https://www.infocasas.com.pe/vendo-duplex-estreno-urb-miramar-punta-hermosa-playa-blanca/192232814,U$S 228.000,G57C79,Punta Hermosa,No aplica,156 m2,,3,1,,,Departamento,A estrenar,3,,2025,1,No aplica,,
https://www.infocasas.com.pe/vendo-departamento-duplex-pentagonito-san-borja/192335573,U$S 410.000,F1108E,San Borja,No aplica,240 m2,,4,1,,,Departamento,Excelente estado,3,,2012,2,No aplica,,
https://www.infocasas.com.pe/vendo-amplio-dpto-chacarilla-san-borja-frente-a-pq-venecia-remodelado/192171642,U$S 590.000,A76133,San Borja,No aplica,267 m2,,3,1,,,Departamento,Excelente estado,3,,,2,No aplica,,
https://www.infocasas.com.pe/vendo-dpto-en-los-olivos-3-habitaciones-95000/192174692,U$S 95.000,L4CA3D,Los Olivos,No aplica,90 m2,,3,3,,,Departamento,Excelente estado,2,,,,No aplica,,
https://www.infocasas.com.pe/vendo-penthouse-triplex-en-casuarinas-surco/190671972,S/ 1.831.500,F57148,Santiago De Surco,No aplica,307 m2,,4,,,,Departamento,Buen estado,3,,,3,No aplica,,
https://www.infocasas.com.pe/vendo-amplio-departamento-con-linda-vista-la-golf-de-san-isidro/190486969,S/ 2.100.000,L7782E,San Isidro,No aplica,193 m2,,3,,,,Departamento,Buen estado,3,,,2,No aplica,,
